date,text,reply,media_urls
2026-01-31 12:16:00,"今「1日が終わるのが早かったな」と感じてる人は
年末には「1年が早かったな」と感じている。

虚無な人生を送りたくなかったら
・スマホ・ゲームを止める
・推し活・スポーツ観戦を止める
・月に3冊読書
・事業を始める
・ジムに行く

絶対に、この瞬間から何か大きく変えなければいけない。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-01 08:03:56,"チー牛へ。

マッチングアプリに課金する金があったら、自己投資に使いなさい。

マチアプは誰でも彼女ができる魔法ではなく、""イケメンのオ◯ホデリバリーサービス""。

あなたたちの勝算は0です。

養分になりたくなければ、自分を磨きなさい。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-01 08:22:23,"身体の筋肉の半分は脚にある。

だから、脚トレしてない人は四捨五入したら筋トレしてない人と同じ。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-01 08:44:00,"スマホの代わりにやること

・本を読む
・散歩する
・筋トレする
・日記を書く
・ぼーっとする

「ぼーっとする」が一番難しい。

でもこれができないと、脳は休まらない。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-01 08:57:00,"非モテ時代の俺のスペック

・166cm 56kg
・体脂肪率20%以上
・友達0
・彼女いない歴=年齢
・スマホ依存（1日6時間）
・ゲーム廃人
・ポルノ依存

ここから1年で彼女ができた。

変わるのに才能は要らない。
正しい方向に努力するだけ。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-01 09:04:00,"女にモテない奴の考え方

・顔が全て
・金があればモテる
・身長が低いから無理
・出会いがない
・モテる奴は生まれつき

全部間違い。

女は上位20%の男しか見てない。
そして上位20%は努力で入れる。

考え方を変えろ。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-01 09:07:00,"タンパク質が足りてない奴の特徴

・筋トレしてるのに体が変わらない
・いつも疲れてる
・肌が荒れてる
・髪がパサパサ
・爪が割れやすい

体重×2gは最低ライン。

プロテインでもいいから、まず量を確保しろ。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-01 09:15:00,"メンタルが落ちた時にやること

・まず寝る
・スマホを隔離する
・外に出て歩く
・筋トレする
・誰かと話す

考えても解決しない。

体を動かせ。思考は後からついてくる。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-01 09:18:00,"20代でやっておくべきこと

・週3以上の筋トレを習慣化
・スマホ依存を克服
・貯金より自己投資
・恋愛経験を積む
・副業で稼ぐ経験をする

30代になったら体力も時間も減る。

無理が効くうちに土台を作れ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-01 09:21:00,"筋トレが続かない奴の特徴

・モチベーションに頼る
・効果をすぐ求める
・完璧なメニューを探し続ける
・疲れたら休む
・一人でやろうとする

モチベーションなんかいらない。歯磨きと同じ。やると決めたからやる。

考えるな。ジムに行け。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-01 09:27:30,"平日は朝7時に満員電車に乗り、19時まで経営者のために働く。

帰ってからは推しの配信で時間を潰し、時には投げ銭する。

休日は昼まで寝て、夜はスポーツ観戦しながら酒を飲む。

自分に使う時間が全くない。

哲学的ゾンビとはまさにこの事。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-01 09:36:00,"やめたら人生変わったこと

・自重トレ
・朝のスマホ
・ポルノ
・ジュース
・砂糖
・言い訳

やることを増やすより、やめることを増やす方が早い。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-01 09:42:00,"スマホ依存の離脱症状

・そわそわする
・手持ち無沙汰になる
・通知がないのに確認したくなる
・集中できない
・なんか不安

これ、薬物中毒と同じ症状。

最初の3日を耐えろ。4日目から楽になる。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-01 09:45:00,"なぜスマホを見てしまうのか

・ドーパミンが欲しいから
・暇に耐えられないから
・通知が気になるから
・習慣になってるから

全部、脳のバグ。

お前が弱いんじゃない。スマホが強すぎるだけ。

だから物理的に離れろ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-02 08:57:00,"筋トレで成果が出ない奴の1日

6:00 起きてスマホ
7:00 朝食抜き
12:00 昼はカップ麺
19:00 ジムで自己流トレ
21:00 夜だけドカ食い
24:00 スマホ見ながら就寝

これで「筋トレ効果ない」は当たり前。

食事、睡眠、トレ内容。
全部見直せ。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-02 09:04:00,"朝やるだけで1日が変わる習慣

・起きたら即ベッドメイク
・スマホを見ない
・水を500ml飲む
・10分の散歩
・軽いストレッチ

これだけで午前中の集中力が段違い。

朝にスマホ見てる奴は、1日を捨ててるのと同じ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-02 09:15:00,"女が「生理的に無理」と感じる男の特徴

・爪が長い
・鼻毛が出てる
・口が臭い
・フケがある
・服がヨレヨレ

顔じゃない。清潔感の問題。

これを放置してモテようとするな。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-02 09:18:00,"結局、モテる奴は「余裕がある奴」なんだよ。

女に必死になってる奴は、その必死さが滲み出てキモがられる。

余裕はどこから来るか？

自分に自信があるから。

自信はどこから来るか？

努力して結果を出したから。

つまり、女を追う前に自分を磨け。順番が逆なんだよ。

根拠のある自信が全て。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-02 09:25:00,"非モテがやめるべき趣味2選

・推し活
・スポーツ観戦

自分・家族・仲間以外の人生にリソースを割いてる奴は、もれなく全員チー牛。

金と時間を自分に投資しろって話。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-02 09:38:00,"休日の過ごし方

チー牛
・昼まで寝る
・ダラダラSNS
・夜更かし
・シコる

シグマ
・平日と同じ時間に起きる
・午前中に副業
・午後はジム
・夜は早めに寝る

自己研鑽に曜日は無関係。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-02 09:42:00,"スマホを遠ざける方法

・寝室に持ち込まない
・充電器をリビングに置く
・通知を全オフ
・ホーム画面をシンプルに
・SNSアプリを消す

意志力で勝とうとするな。

物理的に距離を取れ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-02 09:44:00,"スマホで人生を無駄にする奴の末路

・20代をSNSに溶かす
・30代で「何も積み上げてない」と気づく
・40代で取り返しがつかなくなる

大げさじゃない。

1日5時間 × 365日 × 10年 = 18,250時間

これを自己投資に使ってたらどうなってた？",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-02 09:46:00,"スマホ断ちで一番キツいこと

情報を取り逃す恐怖。

「今何が起きてるか知らないと不安」

でも冷静に考えろ。

お前が知らなくても世界は回る。

本当に必要な情報は誰かが教えてくれる。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-03 05:17:41,"筋トレを始めたらもう止まれないです。

せっかく努力して手に入れたものを失うのが怖いから、進み続けるしかないのです。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-03 08:46:00,"デジタルデトックスの始め方

・まず1日だけやってみる
・スマホを家に置いて外出
・本だけ持って出かける
・カフェで2時間過ごす

これだけで脳がリセットされる感覚がわかる。

月1でやれ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-03 08:59:00,"チー牛の特徴（過去の俺）

・猫背
・早口でボソボソ
・目を合わせない
・服がダサい
・髪ボサボサ
・肌が汚い
・ヒョロガリ

全部、努力で治せる。

1年あれば別人になれる。
言い訳してる時間が一番もったいない。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-03 09:05:00,"筋トレ初心者がやるべきこと

・まずジムに入会しろ
・BIG3だけやれ（ベンチ、スクワット、デッドリフト）
・週3で十分
・フォームはYouTubeで学べ
・肉を食いまくれ
・サプリは後でいい

最初から完璧を目指すな。

まず3ヶ月続けろ。話はそれからだ。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-03 09:08:00,"ヒョロガリが最初にやるべきこと

・カロリー計算を始める
・まず＋300kcalを目指す
・タンパク質は体重×2g
・週3でジムに行く
・毎日体重を測る

「食べても太らない体質」は存在しない。

食べてないだけ。数字で管理しろ。

増量初期の私は夜中の2時までうなされながら食べていた。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-03 09:20:00,"「モテたい」が原動力で何が悪い。

綺麗事言う奴いるけど、男の行動原理なんて9割は性欲だろ。

その欲を否定するんじゃなくて、正しい方向に使え。

ジム行け。金稼げ。自分を磨け。

欲がない奴より、欲を燃料にできる奴の方が強い。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-03 09:22:00,"正直、男磨きなんて難しくない。

・寝る
・食う
・稼ぐ
・鍛える
・スマホを減らす

これを1年続けるだけで上位20%に入れる。

なのに9割の男ができない。

だから逆にチャンス。やるだけで勝てる。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-03 09:30:00,"デブが食事で気をつけるべきこと

・毎食タンパク質を入れる
・野菜を先に食う
・ジュースは飲まない
・菓子パンを避ける
・腹八分目で止める

特別なことは何もない。

これを毎日やるだけで体は変わる。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-03 09:40:00,"筋トレ初心者が揃えるべきもの

・ジムの会費（月8000円）
・プロテイン（月3000円）
・トレーニングシューズ（5000円）
・ワイヤレスイヤホン（3000円）

合計2万円以下で始められる。

「金がない」は言い訳。飲み会3回分。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-03 09:42:00,"脱スマホ依存で得たもの

・朝の集中力
・睡眠の質
・自由な時間
・漠然とした不安の消失
・自分で考える力

失ったものは何もない。

むしろ「今まで何を失ってたか」に気づいた。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-03 09:44:30,"朝スマホをやめるだけで変わること

・二度寝しなくなる
・頭がクリアな状態で1日が始まる
・午前中の生産性が爆上がり
・夜の睡眠の質も上がる

朝スマホは1日を殺す行為。

目覚ましを時計に変えろ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-03 10:46:00,"通知をオフにすべきアプリ

・LINE
・Instagram
・X
・YouTube
・ニュースアプリ

全部オフにしろ。

通知が来るたびに集中力が途切れる。

見たい時に自分から見に行け。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-04 09:00:03,"成果を出す奴と出さない奴の違い

出さない奴
・毎日違うことをやる
・すぐ新しいノウハウを探す
・3日で飽きる
・失敗したら全部やめる

出す奴
・同じことを淡々と続ける
・ノウハウは1つに絞る
・3ヶ月は続ける
・失敗しても翌日には戻る

才能の差じゃない。継続の差。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-04 09:11:00,"非モテの自己投資の優先順位

1位：睡眠環境（マットレス、遮光カーテン）
2位：ジム会費
3位：食事（タンパク質）
4位：本
5位：髪と肌のケア

服とか時計とか後でいい。

まず体を作れ。見た目は体型が8割。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-04 09:16:00,"時間を無駄にしてる奴の1日

・起床後すぐスマホ（30分）
・通勤中にSNS（1時間）
・昼休みにYouTube（30分）
・帰宅後にダラダラ（2時間）
・寝る前にスマホ（1時間）

合計5時間。月に150時間。年に1800時間。

これ全部、自己投資に回せたらどうなる？",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-04 09:23:00,"成功体験の積み方

・朝6時に起きると決めて起きる
・腕立て10回やると決めてやる
・スマホを夜9時以降見ないと決めて守る

最初は小さくていい。

「自分で決めたことを守れた」という経験が自信になる。

逆に、守れなかった経験が自己嫌悪になる。

だから最初は小さく始めろ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-04 09:31:00,"自閉症レベルのコミュ障を治すためにやったこと

・店員に「ありがとう」を言う
・エレベーターで会釈する
・相手の目を見て話す
・相槌を大きくする
・笑顔を意識する

いきなり女と話そうとするな。

まず日常の小さい場面から練習しろ。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-04 09:42:00,"スマホを見てしまう瞬間

・朝起きた直後
・電車の中
・飯を食いながら
・トイレの中
・寝る前のベッド

この5つを制限するだけでスクリーンタイムは半分になる。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-04 09:47:00,"スマホに支配されてる奴の口癖

・「ちょっとだけ」
・「これ見たら終わり」
・「暇だから」
・「通知来たから」

全部言い訳。

「ちょっとだけ」が1時間になる。

自分を騙すな。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-04 12:06:00,"睡眠の質を上げる方法

・毎日同じ時間に寝る
・寝る2時間前にスマホをやめる
・部屋を真っ暗にする
・カフェインは14時まで
・寝る90分前に風呂に入る

睡眠をナメてる奴は全てがうまくいかない。

睡眠は努力の土台。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-05 09:06:00,"モテる男とモテない男の違い

モテない男
・女に媚びる
・すぐLINEを返す
・予定を女に合わせる
・自分を安売りする
・必死さが滲み出てる

モテる男
・自分の軸がある
・返信は自分のペース
・自分の予定が優先
・希少性がある
・余裕がある

まず自分を磨け。女を追うのはその後。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-05 09:13:00,"継続できない奴がやりがちなこと

・初日から100%でやる
・毎日やろうとする
・成果が出ないとすぐやめる
・SNSで宣言して満足
・新しいノウハウを探し続ける

継続のコツは「60%の力で続ける」こと。

100%で3日やるより、60%で3ヶ月やれ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-05 09:16:00,"ジムで見かけるヒョロガリの特徴

・ずっと同じ重量
・インターバルでスマホ
・追い込む前に終了
・有酸素ばっかり
・週1しか来ない

これで「筋肉つかない」は当たり前。

重量を更新しろ。限界まで追い込め。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-05 09:20:30,"チー牛を抜け出すための優先順位

1. 睡眠7時間以上
2. 週3の筋トレ
3. タンパク質を体重×2g
4. スマホを1日2時間以内
5. 清潔感を整える

サプリとかモテテクとか後でいい。

この5つができてない奴が枝葉に手を出すな。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-05 09:23:00,"ぶっちゃけ、ほとんどの男は努力してない。

「努力してるのに結果が出ない」って言う奴の99%は、努力の量が足りてないか、方向が間違ってる。

週1のジムは努力じゃない。
瞑想は努力じゃない。
3日で諦めるのは努力じゃない。

本気でやってから言え。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-05 09:33:00,"集中力を上げる方法

・スマホを別の部屋に置く
・作業前にタスクを1つに絞る
・カフェイン
・まず5分作業してみる
・BGMは歌詞なしの音楽
・単純作業は爆音で音楽をかける

集中できないのは意志が弱いからじゃない。

環境が悪いだけ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-05 09:43:00,"SNSをやめられない本当の理由

・孤独を感じたくない
・自分だけ取り残される不安
・暇に耐えられない
・承認欲求を満たしたい

全部、脳がバグってるだけ。

SNSで得られる満足感は偽物。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-05 09:45:00,"スクリーンタイムの目安

・1時間以内：理想
・2時間以内：まあOK
・3時間以上：中毒の入口
・5時間以上：完全に中毒

まず自分のスクリーンタイムを確認しろ。

数字を見て絶望するところから始まる。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-05 09:47:00,"スマホ断ちを継続するコツ

・完璧を求めない
・失敗しても翌日やり直す
・スクリーンタイムを記録する
・代わりの行動を用意する
・小さく始める

いきなりゼロにするな。

まず1日30分減らすところから。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-06 09:00:03,"夜にやめるべきこと

・スマホをベッドに持ち込む
・カフェイン摂取（15時以降）
・激しい筋トレ
・ブルーライト浴びまくる
・夜食のドカ食い

睡眠の質は夜の行動で決まる。

夜を制する者が朝を制す。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-06 09:03:00,"男磨きで変わったこと

Before（2022年）
・童貞
・友達0
・スマホ6時間
・体重56kg
・自信ゼロ

After（2023年）
・大学ナンパで彼女
・筋トレ友達
・スマホ1時間以内
・体重63kg（体脂肪13%）
・動じないメンタル

1年でも十分に変わる。

全部、地味な習慣の積み重ね。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-06 09:07:00,"チー牛時代の俺に言いたいこと

・オナ禁に意味はない
・サプリより食事
・自重より高重量
・モテテクより自分磨き
・夜更かしをやめろ
・スマホを捨てろ
・さっさとジムに行け

正直、遠回りしすぎた。

これを読んでる奴は同じミスをするな。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-06 09:13:30,"チー牛から抜け出すために最初にやったこと

・毎日鏡を見る
・姿勢を正す
・眉毛を整える
・髪を毎日セットする
・もみあげを整える

筋トレより先にこれをやれ。

清潔感がない状態で何をやっても無駄。

当たり前だと侮ってはいけない。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-06 09:21:00,"「俺は顔が悪いから」って言い訳してる奴。

お前の顔が悪いんじゃない。

肌が汚い。
眉毛が整ってない。
髪がボサボサ。
体がだらしない。
服がダサい。
姿勢が悪い。

これ全部、努力で変えられる。

顔のせいにして逃げるな。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-06 09:24:00,"男磨きに必要な期間

・清潔感を整える：一週間
・体型が変わり始める：3ヶ月
・周りから「変わった」と言われる：6ヶ月
・自分に自信がつく：1年

1年あれば別人になれる。

逆に言えば、1年後も同じ悩みを抱えてるかどうかは今の行動で決まる。

やるかやらないか。それだけ。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-06 09:35:00,"初心者がジムに持っていくべきもの

・プロテイン
・ヘッドホン
・タオル
・水1リットル以上
・トレーニングノート

ノートは必須。

前回の重量と回数を記録しないと成長できない。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-06 09:43:00,"スマホ断ちの効果が出るまでの期間

・3日：離脱症状がピーク
・1週間：脳がリセットされ始める
・2週間：集中力が戻る
・1ヶ月：スマホなしでも平気になる

最初の3日が地獄。

ここを超えたら勝ち。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-06 09:45:00,"スマホ依存を治すと戻ってくるもの

・時間
・集中力
・睡眠
・思考力
・自己肯定感

全部、スマホに奪われてたもの。

取り戻せ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-06 21:44:26,習慣化のコツは休日の概念を捨てる事です。,https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-06 22:25:00,"朝にやるべきこと

・カーテンを開けて日光を浴びる
・水を500ml飲む
・ベッドメイク
・10分の散歩
・スマホを見ない

朝の1時間で1日の質が決まる。

ここでスマホ見てる奴は一生負け組。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-06 22:43:00,"スマホ中毒者の特徴

・会話中にスマホを触る
・通知が来てないのに確認する
・寝る直前まで画面を見てる
・食事中もスマホ
・トイレにスマホを持っていく

3つ以上当てはまったら中毒。

自覚しろ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-07 03:00:03,"「自己投資の金が無い」ならまずは蛇口を止めることから

・サブスクを切る
・水は水道水
・コンビニ→自炊
・お菓子をやめる

浪費家のあなたならジム代ぐらいは捻出できる。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-07 07:03:00,"ドーパミン快楽主義はゴミだ。

刺激的なコンテンツ、浅い承認、すぐ手に入る快感。

それを追うほど、脳はバグっていき、やる気・集中力・自己肯定感まで削られていく。
ドーパミン中毒は単なる幸せの前借で、あなたから未来を奪っていく。

結局、長期的な喜びを育てる方が、一番気持ちいい。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-07 08:10:00,サイエンスベースリフターだろうがエゴリフターだろうが、自分よりデカい人を無条件に尊敬してます。,https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-07 09:03:00,"努力が続かない奴の共通点

・目標が曖昧
・完璧を求めすぎ
・失敗を恐れすぎ
・環境を変えない
・スマホを手放せない

逆に言えば、これを潰せば続く。

目標を紙に書け。
70点でOKと思え。
失敗しても翌日やれ。
ジムに入会しろ。
スマホを隔離しろ。

シンプルにやれ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-07 09:06:00,"俺が買ってよかったもの

・ジムの会費（月8000円）
・プロテイン（月3000円）
・遮光カーテン（5000円）
・目覚まし時計（300円）
・Kindle Paperwhite（15000円）

全部、生活の質を上げてくれた。

高い服より、こっちに金を使え。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-07 09:15:00,"人生を変えた5つの気づき

・才能より継続
・知識より行動
・量より質より量
・他人より過去の自分と比較
・完璧より完了

全部、当たり前のこと。

でも当たり前ができない奴が9割。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-07 09:15:00,"デブが痩せない理由

・「食べてない」と思い込んでる
・飲み物のカロリーを計算してない
・夜だけドカ食い
・週末にチートデイ
・運動で消費したカロリーを過大評価

全部、数字を見てないから起きる。

まず1週間、全部記録しろ。現実が見える。",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-07 09:21:00,"厳しいこと言うけど、25歳過ぎて童貞の奴はマジで危機感持った方がいい。

「そのうち自然に」なんてことは起きない。

女は待ってても来ない。自分から動かないと何も変わらない。

まず自分を変えろ。話はそれからだ。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-07 09:36:00,"見た目を変えるコスパ最強の方法

・眉毛を整える（0円）
・姿勢を正す（0円）
・髪をセットする（ワックス500円）
・ヒゲを毎日剃る（0円）
・鼻毛を切る（0円）
・もみあげを整える

金がないは言い訳にならない。

今日からできることをやれ。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-07 09:41:00,"スマホを触る前に自分に聞け

・今から何をするために開く？
・それは本当に必要か？
・5分で終わるか？

答えられないなら開くな。

目的なく開いた瞬間、1時間は消える。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-07 09:45:00,"寝る前スマホをやめる方法

・21時以降は別の部屋に置く
・代わりに本を読む
・ストレッチをする
・部屋を暗くする
・「明日の自分のため」と言い聞かせる

意志力に頼るな。

環境を変えろ。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-07 10:52:43,"🤓「ボディビルは使えない筋肉でやんす」

Shizzy（2023）
”ナイフを持った強盗に襲われるも返り討ちにし、ジムに行く。”",https://note.com/puregrinding1/n/na60936ff3ad1,https://pbs.twimg.com/media/HAjLMTQbgAAYIba.png
2026-02-07 10:52:44,"ソース
https://www.youtube.com/shorts/hJLrOpgliDY",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-07 11:05:00,"スマホ中毒者はSNSを見るな。

なぜなら、シリコンバレーの天才達が「どうやったら人々を釘付けにし広告料を稼ぐか？」の一点を達成するために血眼で設計しているから。

UIのすべてに中毒を搔き立てる設計がされている。

グレースケールモード(笑)も有効ではあるが、そもそも戦わないことが最善策。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-07 21:55:00,"非モテが最初の1週間でやるべきこと

1. 毎日体重計に乗る
2. 眉毛を整える
3. 美容室へ行く
4. 爪を短く切る
5. 鼻毛を処理する

筋トレより先にこれ。

清潔感ゼロで何やっても無駄。",https://note.com/puregrinding1/n/n4eabc4c9b556,
2026-02-08 03:03:00,"休日の過ごし方で人生が決まる

負け組
・昼まで寝る
・ダラダラSNS
・夜更かし
・月曜が憂鬱

勝ち組
・平日と同じ時間に起きる
・午前中に自己投資
・午後は好きに過ごす
・月曜も普通に迎える

休日に差がつく。",https://note.com/puregrinding1/n/n75b3881b4678,
2026-02-08 08:07:00,"モテるための筋トレ

【間違い】
・体脂肪10％まで減量
・腹筋だけ
・ハイTな食事
・上半身中心
・低重量
・追い込まない

【正しい】
・20%まで増量
・ハイC（ハイカロリー・ハイカーボ）
・高重量エゴリフト
・中重量コントロール
・気合で追い込む
・増量後に13%まで減量",https://note.com/puregrinding1/n/na60936ff3ad1,
2026-02-08 09:36:00,"ジムに行くのがダルい時の対処法

・とりあえず着替える
・家を出る
・ジムの前まで行く
・1種目だけやる

行くまでが9割。行けば勝ち。",https://note.com/puregrinding1/n/na60936ff3ad1,
